class,x1,x2
0,-0.053,0.017
0,0.291,-0.371
0,0.192,-0.742
0,0.604,-0.898
0,0.619,-0.967
0,0.271,-0.596
0,0.258,-0.572
0,0.004,-0.604
0,0.552,-1.096
0,0.043,0.086
0,0.237,-0.393
0,0.827,-1.388
0,0.768,-1.757
0,0.590,-1.258
0,0.155,-0.470
0,0.448,-0.757
0,0.273,-0.161
0,0.484,-1.371
0,1.361,-1.700
0,0.940,-1.690
0,0.330,-0.206
0,0.591,-0.600
0,0.770,-0.996
0,0.782,-1.110
0,0.822,-0.804
0,0.655,-0.996
1,3.635,-2.368
1,1.904,-0.905
1,2.048,-0.794
1,2.280,-1.466
1,3.904,-1.958
1,3.820,-2.024
1,2.236,-0.909
1,2.503,-1.285
1,3.165,-1.858
1,3.054,-1.579
1,2.733,-1.798
1,2.896,-1.406
1,2.160,-1.277
1,2.492,-1.069
1,3.045,-1.677
1,2.173,-1.147
1,2.188,-1.257
1,2.267,-1.174
1,2.933,-1.735
1,2.746,-1.804
1,1.723,-0.907
1,2.755,-1.464
1,4.139,-2.201
1,2.136,-1.010
1,1.752,-1.104
1,2.705,-1.219
1,2.070,-1.361
1,2.480,-1.565
1,3.194,-2.060
1,1.857,-1.160
1,2.460,-1.034
1,3.187,-1.823
1,1.921,-0.940
1,1.852,-1.378
1,3.353,-1.872
1,3.190,-1.778
1,3.066,-1.901
1,2.024,-1.032
1,2.046,-1.319
1,2.321,-1.336
1,2.262,-1.581
1,2.011,-1.606
1,2.842,-1.961
1,1.926,-1.102
1,2.279,-1.007
1,1.829,-1.003
1,2.473,-1.661
1,2.904,-1.711
1,3.142,-1.649
1,4.039,-2.064
